FECHA,N° DOC,TERCERO,DESCRIPCIÓN,ORIGEN,DEBITO,CREDITO,SALDO
03/27/2024,39326,,,Terminal LS - Transferencia TPV,510941,0,-1295431
03/28/2024,39672,,,Terminal LS - Efectivo TPV,449200,0,-846231
03/28/2024,39680,,,Terminal LS - Tarjeta TPV,1015398,0,169167
03/29/2024,40294,,,Terminal LS - Tarjeta TPV,1198881,0,1368048
03/29/2024,40284,,,Terminal LS - Efectivo TPV,1129050,0,2497098
03/30/2024,40983,,,Terminal LS - Transferencia TPV,1163060,0,3660158
03/31/2024,41675,,,Terminal LS - Tarjeta TPV,267903,0,3928061
03/31/2024,41673,,,Terminal LS - Efectivo TPV,1116050,0,5044111
04/01/2024,41938,,,Terminal LS - Efectivo TPV,938800,0,5982911
04/03/2024,42072,,,Terminal LS - Transferencia TPV,864041,0,6846952
04/04/2024,42148,,,Terminal LS - Transferencia TPV,917193,0,7764145
04/05/2024,42268,,,Terminal LS - Efectivo TPV,894200,0,8658345
04/05/2024,42271,,,Terminal LS - Tarjeta TPV,198431,0,8856776
04/06/2024,42572,,,Terminal LS - Efectivo TPV,1091200,0,9947976
04/06/2024,42579,,,Terminal LS - Tarjeta TPV,631580,0,10579556
04/07/2024,43240,,,Terminal LS - Efectivo TPV,2050800,0,12630356
04/08/2024,43690,,,Terminal LS - Transferencia TPV,2301374,0,14931730
04/10/2024,43732,,,Terminal LS - Tarjeta TPV,251323,0,14857553
04/10/2024,43729,,,Terminal LS - Transferencia TPV,585588,0,15443141
04/11/2024,43802,,,Terminal LS - Transferencia TPV,683282,0,16126423
04/12/2024,43985,,,Terminal LS - Tarjeta TPV,523000,0,16649423
04/12/2024,43978,,,Terminal LS - Efectivo TPV,483800,0,17133223
04/13/2024,44369,,,Terminal LS - Transferencia TPV,1806088,0,18939311
04/14/2024,44873,,,Terminal LS - Efectivo TPV,1792750,0,20732061
04/14/2024,44892,,,Terminal LS - Tarjeta TPV,2223369,0,22955430
04/15/2024,45365,,,Terminal LS - Tarjeta TPV,691680,0,23647110
04/15/2024,45357,,,Terminal LS - Efectivo TPV,730650,0,24377760
04/17/2024,45532,,,Terminal LS - Transferencia TPV,493200,0,24870960
04/18/2024,45616,,,Terminal LS - Efectivo TPV,115250,0,24986210
04/18/2024,45624,,,Terminal LS - Tarjeta TPV,560555,0,25546765
04/19/2024,45786,,,Terminal LS - Efectivo TPV,425700,0,25972465
04/20/2024,46128,,,Terminal LS - Transferencia TPV,3662085,0,29634550
04/21/2024,46605,,,Terminal LS - Transferencia TPV,3504764,0,33139314
04/22/2024,47099,,,Terminal LS - Transferencia TPV,1197050,0,34336364
04/24/2024,47197,,,Terminal LS - Transferencia TPV,1107673,0,35444037
04/25/2024,47296,,,Terminal LS - Efectivo TPV,272250,0,35716287
04/25/2024,47299,,,Terminal LS - Tarjeta TPV,148647,0,35864934
04/26/2024,47492,,,Terminal LS - Transferencia TPV,1209001,0,37073935
04/27/2024,47843,,,Terminal LS - Transferencia TPV,1874279,0,38948214
04/28/2024,48311,,,Terminal LS - Efectivo TPV,655400,0,39603614
04/28/2024,48320,,,Terminal LS - Tarjeta TPV,1067785,0,40671399
04/29/2024,48731,,,Terminal LS - Tarjeta TPV,1282260,0,41953659
04/29/2024,48720,,,Terminal LS - Efectivo TPV,791400,0,42745059
05/01/2024,48859,,,Terminal LS - Transferencia TPV,991062,0,43736121
05/02/2024,49330,,,Terminal LS - Tarjeta TPV,384337,0,44120458
05/02/2024,49324,,,Terminal LS - Efectivo TPV,506100,0,44626558
05/03/2024,49472,,,Terminal LS - Transferencia TPV,676702,0,45303260
05/04/2024,49742,,,Terminal LS - Transferencia TPV,1818118,0,47121378
05/05/2024,50210,,,Terminal LS - Transferencia TPV,2243160,0,49364538
05/06/2024,50613,,,Terminal LS - Tarjeta TPV,201146,0,49565684
05/06/2024,50610,,,Terminal LS - Efectivo TPV,888250,0,50453934
05/08/2024,50717,,,Terminal LS - Transferencia TPV,514812,0,50968746
05/09/2024,50836,,,Terminal LS - Tarjeta TPV,411083,0,51379829
05/09/2024,50832,,,Terminal LS - Efectivo TPV,912500,0,52292329
05/10/2024,51059,,,Terminal LS - Efectivo TPV,556100,0,52848429
05/11/2024,51329,,,Terminal LS - Transferencia TPV,1173873,0,54022302
05/12/2024,51898,,,Terminal LS - Tarjeta TPV,2798951,0,56821253
05/12/2024,51876,,,Terminal LS - Efectivo TPV,1377500,0,58198753
05/13/2024,52376,,,Terminal LS - Transferencia TPV,2751983,0,60950736
05/14/2024,52786,,,Terminal LS - Efectivo TPV,1128600,0,62079336
05/14/2024,52790,,,Terminal LS - Tarjeta TPV,345312,0,62424648
05/15/2024,52993,,,Terminal LS - Transferencia TPV,886913,0,63311561
05/16/2024,53184,,,Terminal LS - Tarjeta TPV,673036,0,63984597
05/16/2024,53178,,,Terminal LS - Efectivo TPV,600600,0,64585197
05/17/2024,53375,,,Terminal LS - Tarjeta TPV,218857,0,64804054
05/17/2024,53371,,,Terminal LS - Efectivo TPV,1215600,0,66019654
05/18/2024,53792,,,Terminal LS - Transferencia TPV,3437011,0,69456665
05/19/2024,54316,,,Terminal LS - Transferencia TPV,2117772,0,71574437
05/20/2024,54754,,,Terminal LS - Transferencia TPV,817986,0,72392423
05/22/2024,54835,,,Terminal LS - Transferencia TPV,741616,0,73134039
05/23/2024,55085,,,Terminal LS - Transferencia TPV,1860996,0,74995035
05/24/2024,55257,,,Terminal LS - Efectivo TPV,855050,0,75850085
05/24/2024,55265,,,Terminal LS - Tarjeta TPV,860416,0,76710501
05/25/2024,55634,,,Terminal LS - Tarjeta TPV,1918610,0,78629111
05/25/2024,55615,,,Terminal LS - Efectivo TPV,1256750,0,79885861
