Numero,CUFE/CUDE
SEDS456,438af0a7c2e13a12f088736e90d19330aae4b51d17027b0cec196dd5fe014ef0937f4ea280e6e56097eadc6fa019c925
FPSE311,bb7cfb4852b1d58a8d29139b6aa87917691d176b39d24340f069702ceae2f6288c251d25412ddbc17e4c995dcdcc7072
FPSE309,5ca417c0dab152329eeb33ee4d6c02e3f51e02bf6052305a75b4c4261b3e04aee3d2a1980451574ecce402e0374de35f
FPSE308,adafeb3bf7aa4d9cc65cccbf2b8c383d35ec7b5881bc07c129802494b5cb70731c0457945dde374ad946e6eae6d4a512
FPSE307,58fc9f2942416f8d990127b70c98bfd303e277c9bef5728de0c5cb1415d26a43f4c6ac5f8bc7173139dd679aca066a11
FPSE306,dcdf798937cf23992302ac41fbfe9e9d9f1e83daf7f61ef982f40a5225ddf1755546a0171815fa2376818b98943b526b
FPSE305,73aa5b4f1b2e1d63750ce32134a19a4fc723d4197ca6008a2c3c929305017e2635e3e1f5fbcef52c141708367445ff75
FPSE304,a9c0e488ea75f2072cde82551d1d4010bad7b55f7954c31033a2243210a68d2f9aeb9309c9f532b04ab468c1ceae8b2b
FPSE303,07cfbd255bcf1d9a16d8e66bba6254e509767a7caeba7113d4b36689d2695d8ef05f5df811e1af448c08398bc126ba35
FPSE302,14399c4ed274b2203f21155b1a0d4a3953d2942dad2e55f86ed657a13d7c6314b4fc1f32f0d07768319103e898773c85
FPSE301,8ebee473a240a1741dadc191ff05580c1697d7fd8a85337c148e979a9cc791100127e774bbb9e98a74794cf41c90276b
FPSE300,f4a682300e928d3d0ad5a8419edabe4a2f9de25f58f759d063734dbe4fb059ea8549c921a342f237ae5fe3f3eca5b9b1
FPSE299,e3dd315898a9bc0d9ac2d8566d256d3b79efb147299b104f9753379dff3dbfdeaedb2707e6fc454eabd8055c35cdc39a
FPSE298,d33986d0543cfba3a2301b837e39e1f369fe5588c995624be0682ce0a778f6fa5bd2448ff469914f0c263cb6b1fb8dea
FPSE297,a66d42c8dd59d9c35f5e0bc8449fe5cf426a61e0f7c7f87c0c0872f2750f4a2c4e6794f0969e021b38fb664e4c62d806
FPSE296,d93613549211d77d4814276f59102477a85b99240f23f17794a24a9d5792cb80e5f113a19b43b5a979ee25ba33731b28
FPSE295,706e577de9b5d465e4d1a42827a87b13dfe044e7c35c71c50a8d4c56859f04449fdfff671663c31384ec34d691bfd358
FPSE294,26209694717e670c7ab61e5bbddaaa48cc8c38d34b3ae8c6e349847d8d5b9bbc505bc5816bffa03dd6a482344c1954db
FPSE293,70c2aece5367230ef0b4144e09b16ba4420728155c810555ee5ac8fad75d9564ae365da4549a416241f4d0ebb874445c
FPSE292,7ba431c91cd9e803626a9d541d4573a994bf7ac1feaaef65e7ad59c936a9e11b44fb3a23a7f0d65061addc2b0e59ae63
FPSE291,debca589fb0caeaa31733db6b6b660852a3f630faa23391ddacc9fcad0196b5785128cbddc2674b62b7506cb5d352c66
FPLS412,8627f28d6b5944818a6bd97ce9549201f1651a508508180d09c9a83725fd9d93273601c98651863198deb7e2d9350a19
FPSE289,aa061b1b77cc5ece1651e31c580cd7662878ef14db2ad5d5c0a3d307be0eb9d1f8f5b3a8da4309604de51da332278535
FPSE288,ffbb7a3edd494dcca5536ec3500967bf85945ce6ef574252dd669990a22bf927776d35c1fc622171310c64eacf8d201e
FPSE287,5e0a2b6d0b6ea6644f2a6a0b000d27b22cbd7175051c1cefeea43bbdc430761093314f40fae6d736c1b8ff44fed9e823
FPSE286,d999cd7412093524abc7bb5e7f1328d824263bb9dc0acefc6e40cd6c84b6bc68294fe9c4af0802c9016c0b8d3f644704
FPSE285,345e21a5032d88c45e75373a4270332ed4c0992546e6a6a896f6a8a4e2a0a8a042c5a9d13c0a3b5bcd7d6498e64b5ef9
FPLS411,03973cecf0f0fa0ed49420aa11cbf93780d9afb1b477f04808fa102012da2838014277744b744d54a7ee8a257cd84f5f
FPLS410,6506003e157d0454e84930db6a96bda098d706a362535d2ee226ac8da72799d0c8beb608a0881eb9b814c57e46d72b2a
FPSE282,bdf2a4874ea0b0ea762fecf4ae4a2ff319894d95fbd32e4afc7bbfcfa7381dcc437888c9ebb19167acce35f3b37ad30f
FPSE281,aa8ff838fc94a6f48e4bb7de2b27e4099b818a223ba2048fc8828955ded21ed77d940a575528035a7d9d1b7f53dc2355
FPSE284,d765efc4eec1eb14834848a1f1d209f376b5c0e00d5529cdc039f47abcc2851135a5b76d5a9a298d04be8d50a4b773bf
FPSE283,08d4794874188bc1b399ab109a2970c1ea5937f31bc07691926d1a95c1db914288f4c66fcf7300642c7aa6252180298b
FPSE280,7714b3e64afe05e8a0adf79755a2b1f560c5df27f0977d8e2b28f9f87842e048f67449e0915f1682d9cc5dd5a45449c9
FPLS407,4349cd163385890e7a0b7106b9310426d5f2cfce6dafd5668bb2242f0f8f726ef687c8c1b25a52e32a39826c8e6ccb48
FPLS409,e842fa399489d067b657b94df54df80f56de7ad15e63736c47e092ff7182edf17aa3ff5a3f3c925de87dd42fd74586e2
FPLS408,d1c1e6e7c056e95d8fff6e7d795205d6f331b3a1fe7f8a5dd9ccc6b8a7c25825f37808926df077e2d30ef98fbbbec2dd
FPSE273,7781ed680fa4965374e9c7a08e9615d88e514a59b800a385999946b1f0abd70a33638097dc09c4b67a3fbb04a8919255
FPSE272,c4c18b8a8388c476c89f349b8ce9cbf785f58da3bf081e3231156237e734443ec347c1d52cf2ec7b0775536bafbfbf6b
FPSE271,eb367653f3a246162e486c29d7765ad28276870232147a854e2e79d22a85cd56710917cc24924047a7c62494b62b73a3
FPLS406,4476379c0243024bc7ce208a48aca4d958f411357df6b305f74be03d2d7579832c5cb837e9a5de4b3ce23bc77fb1f3ce
FPLS405,0f9e68eb469d56309994fdb7ecd6f53cfdb2da24f2e5e6d208099be363fe2d025eddb7e9e8f90e882002687c0cb50b24
FPLS403,ed08928b0a6833884cc6915cbc0c851e2433f715eb830da99efd622b8c8f409fa173f55b0040dc0431e308a363240f54
FPLS402,7366f91c301a34849018e8199414d590147437d855fb7a101fe1ebc6f8afbc586c8433c21c668c83076d31478cc7e5f9
FPLS404,f97be06b05fbe4e3dbfd4e4cb177e32129af414ff98e0bc5b22269923f95ed2aa0e78d2c21fc5125e09281e3dca98831
FPSE279,92a3104a89251747e22d62cfbd063a9363d87f0627fd5b9cde8264e15562f778212b1fbef4a780a109664b5e06ad1fdc
FPSE278,8a4763c305d74679cb4deb6ec02269060cf3c769a49ec7065919adffdd53d174f0009e0f7e5dd8c500c7e8742c90a24f
FPSE277,2a8632eb91f5f22712759dc85e9bf2fa1445343211d7ff2e575fe1149d541711074c95ce2c10b7f883f673e3c714e679
FPSE276,746dbdae7495c7f003eb328625a9cc8c2b01f6c07d6e34143cf26cb6acb445cc10f39d41a30ce8448cd632e311d067fb
FPSE275,70fe719098204f334ffccf8b1a2c305b362b491271a28444d393768ccfedc338dbb97e28ec8ed3919315c1247dc5c580
FPSE274,6870bb9f1a244fd618ee166699e664bea0b8446fb18b583d4bfad6703b34120725513416a7d21a3f7436b4a75002bb88
FPLS400,b3ca30469675bc6e76b0697904758fde5937839bfb428e6610583b14191178bf008ec0c65f4dd9de6c12fb858a0e53e3
FPLS399,ee2f80ffbe7040f076974779b2c51381f4aa05d98720615f62517ec5f88136db13d17e542c9f02c7cc9f8bb621150227
FPLS398,bcfa60d00cb7060275e9462a7f0477cfecf35676f6dc5c1615c98cbbe9e59cce093fc5943baed87a252e545c065e1784
FPSE270,75b047c5b25ceb60468a8478b9bb304502eb7ad71f4d98d4a5e9fb730b2e1230265d9aa96d061706cf1d3efa92a3bea6
FPLS401,a3b4ebc7e6aafe55eb124f7aa9d8e405102ed7887495635f023f68f3a033610fb1efd7de0c87c59b2596932594cff259
FPLS395,06d505a20c2f573006366edf7cbeae7d13700dc4d671621c22444a0ea027902c3294ac94f52e771e085bf1a0daf779ba
FPLS396,ec01aa4d3496f27b3d09183ae20c18923fd587b5bc9c6b87511d52652f9717296d7a21b515ce31bff24558763f0cd296
FPLS397,cda930ef9f42160d1efc34ec2a3dd4526343ce5a946d21eafb8c9016ff8df1edb0d856e13efdc61f12ce91765dfdc571
FPLS391,c7ce97a202b3134f00195f9ec02b30f1aee3be4c5c5973c123deedfea70a3a5c970b7ba4bf42a1d22d90d4bd5a735dd6
FPLS392,2f30d9ab995d93a4266e3d3a585fd5a1bfb152f4e815b5b1e443c0c4777c789542e2d3987b6ac229aeb6f316754d19b3
FPLS394,6c5f5430991f1d2e8b799b467645727b043673f430f3dc407a6a09fa272833b3a5a4e0aaa0168e3843057d94b64ee6d9
FPLS390,1ba8fc412c1b394652efb1c4f095db04494654c1e2a1efd7be48edea40b3cb122a6e8af12ae50106bf5e0d237445eb70
FPLS389,532b7f6e42c21e8c995b006f9f3dfc5a913fa5179e389d724807b10d26c346cd69177d917725e8bacfa9e1da4e3645e5
FPLS388,54599df6e1f997f712520ab8da5100ca1f66f8f98edbfb851f25bf155d0bcbe66b2924004edfefa683f09dc07b3e0c11
FPLS386,c399504c29f66216ae28f32ef0f991a28b06e7bf0a6b3ed32a766a05b0aa7ab9f4c35be742d7a4704a78462825ab030e
FPLS387,88acf8646a5f0a5d97cdc3a5dbfe4d86bf7c1f454691881e88e4747f7d8fe65acf021eed8dfed423c42474812f59bf18
FPSE269,812f4005ec670d338e96a87b9898b7c4f5c6e15c320145ee886bce3b21e68ff500b7875db617ad7666fa26d5b69a36c4
FPSE268,9a4fd6b2f863b9f1e8c4c0fff5972b916c895b773cb1e4dd0e7c6cacaded01f2f1b6f6873e4ddb2f46cee857ff36963c
FPSE267,06bd81a188d930f6ac2d645c4ae546e5565c1b6e36972cd4719b1fb0ec72510463118985125d6e5a31f0898b3a147396
FPSE266,bd2cfa6c377dd5bb5246b72a141c0ab0f1ddf1440a4d6a524760a890b39a6194f54c6a7c58289cde0987f99381e3e39c
FPSE265,e83aa6953eca7a4a49af9879f6c835774a312f8b0e82ce7c4f526ec8574bc7d708cf1ecc5d19daac789943bcd1345c1c
FPSE263,d38c5c109185e7b82a412856f6f38c13253114fdd8ffaa9b3d7b5382a1ef18b10c86ae7e512a0dad357b3517dd113735
FPSE262,aeeeffc764a3bb156d3829c89a0fa95aff05b9392232b42126cd295f4557450ca1b56d9087f0a2e8f12f2b67030b6de9
FPLS385,44b205bbfc04bd93114eb7cd4e5e4a81ee510c4c7f4ba24a548a91410dd95c0f1383543b51cd06df5c9880694e14f540
FPLS384,fd1d295ebfd8afc2cf8b8b3eea5c1755b372a002bc1dafb8cc11e007e9bc87895bf13c805f4c1e19b7e446a210653b6e
FPSE264,7fbe7713f8cf1eb335d9e223a7d72f6fc2c8b4083b1b5739498cf5db59a8b2b50042ee0545061b09347a62ff69ffa312
FPSE258,f6b5b77a59101c171359007dcc346fc070d8ee278046ad58f6c0cc88353de5d2c19a90ba18243ebae5bb88f69d67e7eb
FPLS383,7ccef544598683d86c3e911c6bcc2c1cad23ca313d93aafa4dc4183e1f7723189a1252d82343e5e6632aa1968bb3f450
FPSE257,4913f9f3025a2531dbcda568ff63dd06229a921f93f6e5f229e9bdca25639c02f89b0c188727b826865bba6b355d24a6
FPSE256,e9582143aad1743c8c3aaeae4742d418a0680086865d8e149cedf48c903210896311ec397314f6d89736ca797019e911
FPSE261,2a8f41eb4c5315ecae974a2a1b24e7db225dbb79ceba7549cbc21f54a47ead6309b2b073935f0eb9dc3a52e5befd8c96
FPLS382,8c5698040ed19222e012b9ee3350b475238a4a5aac6bc8acbcaea77e7416ccb5fa557d0660986984f8db66f6d2dbdff8
FPSE260,9ba2ff61c4f7b8b524e8e2bb441c6ccde104347294e144f4075e35868768710afefb947ba62084efb5e256ee1c36a470
FPSE259,7be17cfc75a6eafd9fd438660309bba7c671afaf1a1c3513106aefdca72df96646ebe80e059db6162020b53b0c1ea522
FPLS380,55a0200416800554e02370bd02d9e42828a037abca741c74809c5a46bc48284ab7acd90eb663c07f3c528c3898852d91
FPLS381,057d27be79daa465eed375530fa0074ce6100133b735fcdd3b4e79187851a626cd4c35065adbd1ac0a18cccc8ed21d43
FPLS376,9d1c7adcc4062aaaa4a4fb6c6699dd3eb43df181f61537ed301b94a723140e29ec6c6ae0dd402ea994f19ea9591869fc
FPLS377,e33887d66e8c29bbb4eda36a448a1d42da3c498f274c25ff72f860e53173fa674ecf9dfd00678a952b0d147ba8b30af6
FPLS375,e3d9ea7f9b51b5e57ae5bf98be92ce0fa707c2f381d0f14fdbc2d30bd8a3a30fc6216a1fd787c9605c2c4b7d55b6cda6
FPLS378,8bdc16b7e2b4dd349b25cc7ac78edc78258ddbf4038917746976304a932b2ee7c3f1baa61443c0505ea051f3cae7fd5f
FPSE255,f40837e6dd9eb23a1e7450d10f69192e8f1d3289474f938995d66c5d0d99e79e2a768ea7b9b6b38ea2a3fbc384eec6da
FPLS379,abed8934705fbc9faf0a2574ac9b668b631b9a2cd5d9dc6afac8c7a3b7596acec3dbad6a43a2d5618d1dfbabac9c02d7
FPLS374,89031b12ee293a18b435ef98c0cef8a42470af1de3b8d8e626f93a8a4a71082cb878a98943202d3d1895fa6c720406fa
FPLS373,8f6673028979293378098e1a625b219ce52f2a173e2201e4125758b8a9034f254b4a647af34a45848c0efb5e66ce9fde
FPSE254,c3d25ec2d222bf24e57cb73b1284893d95f05a68f7abbee73eb2ce3c8a173ba344d132c2a0634810dcb6f8511fb1d856
FPSE250,d7d90145242815e783e375223515679972450c96d58c5ef7256383fbf3be111bf08d0800c801a797e753bcf36bc9e40a
FPSE252,20a51e774656a1c6f09bf2eab3322ca21ba93b82a5f2282267cea34a8f3bcee316700776f5d777855f5a557b9bae19ef
FPSE253,63d4cf311676196aca2e244e8a8e20b93f17f84598e9354de0aff370975b0ca733806caaf7f72abd3897b0d3faabcb38
FPSE251,5a2b8056b35a758711ff376259764b132e75fb4eeef9040000a860b1e10340676ece831010cd87c61831aaf4fbfb15ed
FPSE239,f54618b9646c27628af6b8ca0770bfa429eae51a257a22ac247aa250997cc8e002591bbd5e530bce7fbd35ca9c411e13
FPLS370,b50c55aecf8be80379bc4befbda46746d70a75e1fdb56e07ad0a0e58e6f6abbe897bd1d84263a2592d8507258a7b4821
FPSE242,2e1540af6d3c9804ad3f84aff66eb9e939dbb182ee621c434b38f59765284a6a1e03c39f5584acce1f8b85378adf1389
FPSE241,4d657cc0f4adcce1325b45984ed67fb8537e4aacfcf6159e0315ca2e6aeb4a278c253f125eed2b6fbef439ef87c005de
FPLS371,5a706020834e8db2f1ff64d033b2787638f9d1859b98e6677fc90281c92adab371640f7947839bed6ff0039cafa5a762
FPSE243,00f7bacf12ea39f740fd9e686dd9d6240b5d9ada1b414df43fad721602c65437d344fe1c5671bf995696cfada919d68d
FPLS372,58d30287cd1c490382c459a0b5d9aa8d1e58492e00055fd77487ea5ee0d52642bf652890bd36a9b829c309b387237527
FPSE238,ac1909ce7ccd63131f7b33a0042364b5b8d40f6b2f85914ac1e2ae85acabf4e9b25f84c8338f731d22b9cab66ba728ec
FPLS368,b0d81efa5d507136467322f4544506e4a6141844854227ae3830f243c7ea2704696ad56f251a2727c0040ed88e5febfe
FPLS369,926149bafa195338dd8f5d3fcc80bedc2fd34caf2ad7ac5851aa85349a517c954c299edee4691d84bc04235d920bf8f1
FPSE240,8daae434350940dc63017248b9da9337b61b91f11e63dd8019d78aa1760ac416e26cbaca3ac972af6a77abb62e665eb2
FPSE249,56cb7b62c887ca1c983bba8548eebf712ddd1381c8ea77ba7cdf85cb57e337d7f3f9e759e9674c1ab78a7f899bf97ebd
FPSE248,ccbe743fb75c36f4d6ee90c7566aef110179da84006a741d00f39446dd43029063699f6942e2fe6063ab72ee9fde731b
FPLS366,747c2e30f61992986ed5f8b88230079be5d9fbc6a7e24a9088b5907086230b8403430479559523708537a712e7123617
FPSE247,284169e2a40f651cd89df160d8dbbb2d53278a0e01c48bd968a42f40b2faddbbac3fa26812aa6eb6ac4dd96ab4461764
FPLS367,5b2dcf67f63563963e5ba74bc87ab303679702480f72784eba7d368bc4a00be69f357a49139c0450bf3fd302b77823c0
FPSE246,16b344bb423b14bc7bb430fc9db2c44275f21290b3c04162bf0800cb28e4338a5caa356b2dfdc9e215da7a2fe8b8683d
FPSE245,bea5de55ad861e6a3dfb95a152cef4e05ef6340212bc62ff99995c68c0fb86e4715bd0220fb2bb36eed65609670c8f0e
FPSE244,e3c714d54b273a176302d5439307d4d3a9f9c31139575f97d7efb30e7c885f2f34e68d460f9cf762eb20143212a27aff
FPLS365,9cc0b85b337f766595531f994bd52201ff62802fc7e9c02c7975d9d3966a18e04f870756882ec5b03fa5dd29fab6248e
FPSE237,81c97653a072fa5958c4fb0f213ddfb9abcb64ed33750e6e652185d62a579aea613317083bc8961c792ec387f9d8882e
FPLS393,7476552016fb9e8e4a9552423c6e90a4ead567c8b96de2aed02a81a13e325bd5ae8eced7bad7d6d12c3194e2dc5beb88
SEDS455,a4a7ffcf63fb7cd0714acf61fe53c71dd942db32260b31b06b005b5de34dcba429a3edc6cdbdb1dcb60b66b90e8b7c29
FPSE223,754389b9eaeeb463f27cbd3157e2810b03fa4373d984de8a90002513bc8df153a02ee06e9c27b1fe173d50378794228f
FPSE224,26db6eb47be3c052ef8fc15afcb49725d08f2975c358db6e19816096b611e850231c563c2a8f182b47274624130cad7c
FPSE225,fe25c21bc8c93e1b89146ff5e21c1488f0731bb52d251096cd0723a5e62f1b8ed6a314f487db941b4ab0c36fb41a94fd
FPSE226,dc486b85d71f8ebcca14004d62cbbc71a1a630a40b2168da8fb19bee6dcfb585335b3e5d268c6b257ffc07b9851568e1
FPSE227,b54896c4a29105f82c29a0549f53bd132dd6b00584334a9db3c24e45304a04ace5f19d196d5a44e97e9d634e7d97aafd
FPSE228,9597d2d1e984bc75323147f5af6365655a828795ad617b8dfe12c22bc1db87390a7baa4aaa8777ec867aa2b454626fbd
FPSE229,fd046f1f79a682a08c4607f33b0a265769405a37f8ec6ecf848671dcd2d3b51e7ec9ce9cb79cd98b183c29c35572c839
FPSE230,667d5de717de49d37cc0f853f5e12ff4d208fd2c8db8f49146e81947b519714bdf2497d6c84bc9b57a838c67ce9ad6ca
FPSE231,191f690ebba4f8fc07a7a624dbaa963a9a153a795aba63f96ad1a65d4142e33b31620272aebfdd95ba4b1e71f317c89c
FPSE232,6ed5580c93f335e320eeb3d995ee9c01cfce3478c1a74de12e77de13072470f1201d6bed1cc1559def3a14351e100515
FPSE233,905251466d5b7183460d4f0c2cdef8b6489512ac725b8f5ae0bbf1282f19aaaf418272578801bbc7df0196a609ace814
FPSE215,1bc23556443d764a45a9553b210b4c04d6e8378412f8a68a8d76fc8739e3ea98a39976c2a123b1441125267a6a66f12f
FPSE216,035f672e149fea282f0da3156ce1e3d866757dba03eab92caf80cc27592f7828c668d43db5775583180f0276804732b4
FPSE217,b5fbd5a8d0220610e04993142ff468460ab8d05889a63f0f8fab61b5d81febbce0386229554d74ddaf3306a2ce4b9012
FPSE218,1ef58f2b2188b60f3ada4d15ef9a2682c37b4a712ebb2bec7f22b28c6f3729460bfef9e3216e35560d76cebd7940fdbc
FPSE219,e7c897afa76017e592ab40bd75fcafacb13d7c0092c23e8bc55b81e33e97c0722b19fee43d57436af7c77458f1547435
FPSE220,ac3042931313db24e5181e7003e3cbf5f9a301e12bacc7e422c8da0ae5d972b40e91751bc70383280f5419c75684dc2e
FPSE221,6b982f7e28f5e7702c7ed0bc0c0a10cf8f61e16dc23095da0ea22bca2053610f3c81ccf980ccbfc382877097044258f8
FPSE222,788d59fa2202078f51190ca607ec96bd782e20ff25c6dbbd1572928fcf2bf04d94960b09bca6f6b9be88a974dd9198c8
FPLS358,351f8e8c3f9820a924b27f52a008ae20d6c71d2e94fb6fec68b71f5ee4bab66d30ddba3bf8789c595164d4648e356433
FPLS359,63498b9a2a181b9e5fd1c7a774d9f346b28ad499f5bcb58f5d64287ef9ac88fa3d34219c2fa8ffef483b54ebec15cab0
FPLS360,f9cc57dfbfe12606483d0ee0dc21a3d9059dbbc799ecaffa047d7163322c6b8612b7f054a18a52231f33f842888850a6
FPLS361,a8c85ac99473d48a33718582fe04fb844979c848947ff396513fe146826f0e1babf7093073d77da2886404304e0f95bf
FPLS362,2bad3e3048864df19b090dda654320fb202525a4be7888bfe338938d4cd24743df658db2e2060e68e295d257689b20e3
FPLS363,c10ca1d5ab6fd76b5ec14aa2d02ae09f0266e420045d87f43f522b334bccebb45da3ec722e8279701ba271d29bb8559c
FPLS364,2b97839db574c90958a02873576a35c1163dc7b2bba375d41cc2f6762d84d30ca434c3a9e493f989933a771987004635
FPLS352,76d59b64fadca6293b1fc23dcf618910e89d22ac5a0e4be63ae3ecb680b3d4e7d063fcc112d9a8e07a086023346cca0f
FPLS353,4a9ba67713a64c98482f2ccf5a228e678d68e6311cb7b8852e176c67d822e1d6c81aa06baee02e0c6d6690146f9d1e9a
FPLS354,3be19f23b249f2d7722c5aed493dbff8ceea59895a6b79548fe09e2cccba5b2f204048f133cd7c7525214a1f2cb6b961
FPLS355,63c2470d65aafaa9c14bf7bafea326988255f640ca51a2f4e7456d31f2ba18416c40f9e8285f3f9b2cf1df6ba9735e5a
FPLS356,ec994d7a29dd2861d57e3d95147d17373cde4b98896dc1c745485a01e79e509fe4db10a981e02f81d59d0f707a5c0c16
FPLS357,4c56f516fe13deb1610cf7a5642d4499b538526ea97bd3ad80e0351f97b59ab413610648ff5cefe9e0e583b93ac206c7
FPLS345,38c8dd1389571f7665268e14a4d43ed16ec24a71dd1b9ac3f6c0f7cb457d2586ec20b2c5f8705eadcdb6e53822ad685c
FPLS346,17b77b3560d20af5db1da78c21a5c0e69bbacfb6ae1a8fec5abc8fce5221261e0949a31595c744ba2473e0deda4397a9
FPLS347,88c7319634f39280e3dfa3573aad0c0ec605d4ed0023af52f5e47b68fc7213568c5adde7c89b4f6f90870925186a2a68
FPLS348,c03e1b077e52337119ac360885717e5e7aa1a6222f16a5b8c5843a5ac4100ac2498d3a4f416cd071caf4bce5526f47e9
FPLS349,512cba4a76599c858c298d227d2f6d7c49669d6fbbd3149c882ec8f152061f1e518c3d08cc6f13afc34ba7f7746e0d7c
FPLS350,2836872606f757e5feeddea8a3aca66e8ee32d962568d1befabbf6d749946cd20de21fc64b37bceb788d91e606975695
FPLS351,f43b11eeacb8ddba99b7934ea6285a22ad8711891c866d95c4622f6df7fd1418eafcdafe4c1e43882f1e85a09f47234a
FPSE236,e7beea4f733eb465bee3dfde7360fb62122221e17dc6956a1f4ff0d9f3bdf7524c0f78edc85c24663a3c08fcc1f26de3
FPLS340,79fb4ebb10b1eb5f12b6880ce8955ac1315db05853c505fb0723b1d5f8eca0c538c60e8f481907a08586d17ac1c8f656
FPLS341,db250a5bd51eb963e1e5627a3acfe512af41177bcbfd9854f0cb8c86080c7c4b9949d724e20621e10109d178d7f67565
FPLS342,84fd6360e75fd8b524d8c5029b4801bbc40022d94b1ea060b1edf7cc1f22b917448b5b7a9c3d9d122e3aedf6f1ed33a9
FPLS343,0245ab25457a09208ea2b0cd85278d2573cdb75f16d2c7b91660fc7336613615b3b73cc79537bce2be61e40527d9a529
FPLS344,1ced732c2b73ce254950b7edea474ecc14305354ed0e3a778f14ad83508b6871faa48f3723f1b157a93a92e3050d4677
FPSE234,d6567749701a3016964b81d8ae38832e80a3a706d698f111f6cd7138d6bbf7b13254d3aabd4b21399860eac1ea9af1bd
FPSE235,fb3da010e21c344a81944bfae03b7d48edc435d385c780cb533f3fcc7bd93fdcaecdf6e3d3cafbbb6ceb0e1f25861d00
SEDS454,bbc47b8c82635a55a340dfb226f3946bd656cab53f690f91d6809e1b5b453d9a6c26781032f406ae55a46ee941415fa9
SEDS453,65774e6614305336315125b3b0d61aef04af08d1de94bb7f0ceb22da5eeec98035700d6704b15ad94f3fae9d9148f262
SEDS441,1befcb155c5d1b0a94f198bc0106771949088817a77116ca5d7bd0da9042c93c84582af14076db6c08ebf4897179bdd4
SEDS442,433e358f541b7dcc5b27503b3efd24c0387a77ddf0c926455f7a7482a410b907a8fbba7b14789d33b224b4756972e5eb
SEDS443,766759a8ef2a5ce2916b90427b6485ccce8b48ca0ac33df5181a02a71d4b91ea17a6564751127c6e162f0ecac37eebba
SEDS444,1e7f7c5c424f0e7203223b31b59f41bb1f058ba61b686d451ea274f6451bd40a7cc6decb117ecd4bc1db231719e2a8ab
SEDS445,c55da5065490f9f49b1e8a71f25089334cc99490e0d4a39a168f95fab7d250066b6954efa88c5789b6115e26c22f9780
SEDS446,cae5caee79011f6946503a1360637b62364b8ce91d8211f8d9dcfa606e599196811173853c9a3a5f6a1dc75d333e601d
SEDS447,f67c55c4e0882d732c7859bc2060c1b0e178a74e5bcf4609864f6d74cbb9cc27a27688d1f1419bb971e5dc0f6316338c
SEDS448,ef52637702c4d59919a4ce8cc91aaea04c76aaa64f9d1e0b80cb44f827b7b52320a6c3d6259bbaa0b1a36fbb7c3df992
SEDS449,d9b7ab41baa6c5399ccc792da3008bfb537a7842d53ce4f47ad0bd777ed2bd671bc2a76370a98c24a6f566179ab75f35
SEDS450,8cacd926e239c9f0995fa0eee3161898937508529f7093a39002d444694069237623bdf9ed55fe95f1fdccfa9ac21fbd
SEDS451,de1184bd88c10d776af3fcb6bb98990028293f4c414d516b4f9c0d18086379155705bd292cda4e31c766e64d2c8c9058
SEDS452,f1acf76b12442b6e0a716a3a3544afea076b14ac43c82e66507a2df99284cda36c6bb0683edbfb0eb698b875ff65ece1
SEDS437,dc212f07b50b01f0e545cb88b9f688d23532184091003c5a18e4ffbe3fb7176de33d72aa2bccb26c53ab6cad2131fc15
SEDS438,ce81db8b32187d28b1e8ceb4ea15a6cb6f75675231c7fa204cb3a23a0935d3f48f5990b14662400239735e73321659bb
SEDS439,9d0ef450870cd23028a17192a5a5b2bf43fa6ac10fb5b786bac529bb90b7248e221d006f2d308d383bfe8bb3a9f86496
SEDS440,e4679b9ae384dfabd43e2e63fe3beb0d58bee5d8ce94e0f3b42e4238e32bfeba5da93cb114dd443f7ed3eb68a08f72dc
SEDS435,9fa24dfca9a51d2febd9cdcf232fc1abbeb3fbb6d8054d251a909c9f553f9655959c53c3fb5d001407922bf8848e8157
SEDS426,982615f719bf3770366638c36c04c122afdc8b95f6dd6f9ea8e90e987cc09d4f10b7cd3bd3602cd80831090c09961451
SEDS427,0bd551ed05002ca4b174a19315ddbf1e36cc53fbfbf40aa4a17caec60bb07fad6c3d2afd1df77b4f42e472216f5a2124
SEDS428,a92403ee8a29bbc48ff03f0879540c3f749f07baf80a309d850da92c3b9901351937441ea960e5edffd51ac99ca44735
SEDS429,08179520f658322b7d78fc866c5e7eecd7c27b2c0b8d2dae70357b6f5eb1baa3d4bb42ba5762d1e43de0b0f2246575e0
SEDS431,2df150aa38c5d55e91d026190fcd72c562150d34ffca316578fed0b231462461cbb6fc188aeb3345bba8d53245b3e3a5
SEDS432,66877f2ed40b5c7833274cfd40dd3f2d1d74bfcae1ac9381620a107491fbc8af4181baa7b7fbcfb8821ed77762339507
SEDS433,5c8b6ae3a8cad47bf28ca25fbf61fce8599f431fe4cf29ed7255909edb26cd0b2d0ad9325b691a42e0e3cfaa349267db
SEDS423,acebc64c4b571ec03df11da8bf289d615fdeb9bfb701ec790859598098da4f5570fbc9efc3d61d4b4f63f74e9042695e
SEDS424,c2735d2fcfdef4a85073e1bb71ea5c44e5ceb962b7bd042465df9fde9639a2ce92a71355c26e4560fc34c76ea1936eb4
SEDS425,e2825fb3b211b46a32503eaac2ebe3df0c8607dd2afc5e9f14a41a6f6077a2c2caa1ed692e3442a6c4a3b230dfb54860
SEDS418,ee7823cc8970b311ed9bb684b2f5d649740aa095533eec6dfc3bec2208ae6786d95c6814e8fba0127e52855ddae438ab
